"id","Year.of.graduation.","target","response","RT"
"6428",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5758
"5903",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6",12347
"5903",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5940
"5903",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","1;1",7461
"5566",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",9633
"5566",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",3683
"5566",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",826
"5409",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",11651
"5409",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",6732
"5409",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",7891
"5818",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",7242
"5818",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",4748
"5818",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5288
"4205",2023,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",9581
"4205",2023,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5575
"4205",2023,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",5380
"5588",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",9984
"5588",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",5214
"5588",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",7153
"5379",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",6248
"5379",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",3971
"5379",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",6640
"5366",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",14598
"5366",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3922
"5366",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",5874
"6407",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",6349
"6407",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5188
"6407",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",8040
"5653",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",2979
"5653",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",2754
"5653",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",6619
"6388",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",6277
"6388",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3406
"6388",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",6923
"5354",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",4108
"5354",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",3774
"5354",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",3292
"6441",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",11832
"6441",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4940
"6441",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",7117
"6113",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",5574
"6113",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",6642
"6113",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",2737
NA,NA,NA,NA,NA
"6179",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",6558
"6179",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",3897
"6179",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4643
"6387",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",10512
"6387",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3436
"6387",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",10276
"6384",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",6448
"6384",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3759
"6384",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",4926
"6269",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",9087
"6269",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",5819
"6269",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4332
"6452",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",4077
"6452",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3780
"6452",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",6445
"6445",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4394
"6445",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",3369
"6445",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",4004
"5508",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",11058
"5508",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4591
"5508",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5475
"5842",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",6465
"5842",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",2273
"5842",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3944
"6400",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",15433
"6400",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4478
"6400",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",3266
"6126",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",10321
"6126",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",5895
"6126",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",6259
"4741",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",8890
"4741",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",4037
"4741",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5313
"5389",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5003
"5389",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3198
"5389",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",3720
"5386",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",7474
"5386",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5854
"5386",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",7483
"6396",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",4502
"6396",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",3088
"6396",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3631
"6114",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",10108
"6114",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",4624
"6114",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",4028
"6139",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5341
"6139",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4667
"6139",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",3281
"5133",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",9351
"5133",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",5660
"5133",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",9478
"6451",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",5899
"6451",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",2460
"6451",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",196215
"6418",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",5772
"6418",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2;1",3034
"6418",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3449
"5070",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",10276
"5070",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3301
"5070",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",4177
"6473",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",7541
"6473",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4482
"6473",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",5684
"6421",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","2",77337
"6421",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",4971
"6421",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",5454
"6437",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",9375
"6437",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",6721
"6437",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","7;1",6552
"6178",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",6897
"6178",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",3266
"6178",2025,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",3219
"5825",2023,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",10637
"5825",2023,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",8570
"5825",2023,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","6;1",16370
"6423",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",8522
"6423",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",2517
"6423",2026,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",3985
"6415",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 1</b><br>You have completed the first part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","4;1",3610
"6415",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 2</b><br>You have completed the second part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","3;1",8342
"6415",2024,"<p style=""font-size:20px; padding: 0px; margin: 0px""><b>End of Part 3</b><br>You have completed the third part of the experiment - well done! Please tell us how confident were you in your responses in this part. (1 = not confident at all, 7 = completely confident)</p>","5;1",5380
